base_country,to_country,distance,distance_units,transaction_cost
BB,BV,5933.530619690519,12.0,22.0
BB,BW,6203.134572994196,12.0,22.0
BB,BY,5384.299338129468,11.0,21.0
BB,BZ,1948.3854546314546,4.0,14.0
BB,CA,3860.9700676201546,8.0,18.0
BB,CC,10845.910297338722,22.0,32.0
BB,CD,5699.125360613172,11.0,21.0
BB,CF,5477.002180293309,11.0,21.0
BB,CG,5238.600081302699,10.0,20.0
BB,CH,4509.098869692007,9.0,19.0
BB,CI,3684.1632761687083,7.0,17.0
BB,CK,7193.852547479316,14.0,24.0
BB,CL,3466.4774287175283,7.0,17.0
BB,CM,4890.048806070452,10.0,20.0
BB,CN,8884.812196132098,18.0,28.0
BB,CO,1169.2756019451933,2.0,12.0
BB,CR,1655.7810578828305,3.0,13.0
BB,CU,1331.6400740678332,3.0,13.0
BB,CV,2380.764109776921,5.0,15.0
BB,CX,11420.546752917831,23.0,33.0
BB,CY,5861.523891191371,12.0,22.0
BB,CZ,4858.525010599377,10.0,20.0
BB,DE,4646.7596413945475,9.0,19.0
BB,DJ,6828.589282410479,14.0,24.0
BB,DK,4661.646283065522,9.0,19.0
BB,DM,196.27501044424264,0.0,10.0
BB,DO,802.2847064955791,2.0,12.0
BB,DZ,4047.795463331063,8.0,18.0
BB,EC,1646.309369917204,3.0,13.0
BB,EE,5246.966609290349,10.0,20.0
BB,EG,5830.851082223799,12.0,22.0
BB,EH,3131.779578407141,6.0,16.0
BB,ER,6585.106357312619,13.0,23.0
BB,ES,3843.626085772622,8.0,18.0
BB,ET,6739.229156548821,13.0,23.0
BB,FI,5263.006116719493,11.0,21.0
BB,FJ,8506.403599669513,17.0,27.0
BB,FK,4490.391305930758,9.0,19.0
BB,FM,9927.885300753604,20.0,30.0
BB,FO,4237.671843150751,8.0,18.0
BB,FR,4220.440136016569,8.0,18.0
BB,GA,4965.268968259372,10.0,20.0
BB,GB,4162.525500853437,8.0,18.0
BB,GD,153.0735850080041,0.0,10.0
BB,GE,6246.385991870817,12.0,22.0
BB,GF,775.3345163231234,2.0,12.0
BB,GG,4060.594234164692,8.0,18.0
BB,GH,3983.2381204322296,8.0,18.0
BB,GI,3697.7400280253055,7.0,17.0
BB,GL,4104.125593431856,8.0,18.0
BB,GM,2969.9100417149843,6.0,16.0
BB,GN,3376.4268418527577,7.0,17.0
BB,GP,312.0219596473415,1.0,11.0
BB,GQ,4834.760441418215,10.0,20.0
BB,GR,5188.155961374896,10.0,20.0
BB,GS,4862.534857849487,10.0,20.0
BB,GT,2058.8767068903003,4.0,14.0
BB,GU,9954.123737302489,20.0,30.0
BB,GW,2990.27912567525,6.0,16.0
BB,GY,577.3026548509248,1.0,11.0
BB,GZ,5969.19768509371,12.0,22.0
BB,HK,9940.469827534713,20.0,30.0
BB,HM,8675.980198207555,17.0,27.0
BB,HN,1792.6288386024748,4.0,14.0
BB,HR,4834.431715704865,10.0,20.0
BB,HT,934.8574197175916,2.0,12.0
BB,HU,5040.584292418693,10.0,20.0
BB,ID,11470.04777365415,23.0,33.0
BB,IE,3931.3701933429447,8.0,18.0
BB,IL,6005.346645317162,12.0,22.0
BB,IM,4092.2682645603722,8.0,18.0
BB,IN,8777.617973209457,18.0,28.0
BB,IO,9100.402268869762,18.0,28.0
BB,IQ,6460.982624612674,13.0,23.0
BB,IR,7022.620706629502,14.0,24.0
BB,IS,4053.525377660314,8.0,18.0
BB,IT,4696.466342627,9.0,19.0
BB,JE,4075.0307889509404,8.0,18.0
BB,JM,1228.3140950764023,2.0,12.0
BB,JO,6092.8798349170675,12.0,22.0
BB,JP,8831.606635751192,18.0,28.0
BB,KE,6719.825832297473,13.0,23.0
BB,KG,7681.897157129083,15.0,25.0
BB,KH,10365.519538676148,21.0,31.0
BB,KI,7561.938424163326,15.0,25.0
BB,KM,7292.564030686709,15.0,25.0
BB,KN,359.68829460284616,1.0,11.0
BB,KP,8710.412704852784,17.0,27.0
BB,KR,9010.768007331422,18.0,28.0
BB,KW,6761.761241973768,14.0,24.0
BB,KY,1459.1754588865342,3.0,13.0
BB,KZ,7085.911292975649,14.0,24.0
BB,LA,9847.194739531797,20.0,30.0
BB,LB,6016.473755258494,12.0,22.0
BB,LC,108.36949221727528,0.0,10.0
BB,LI,4574.048060699723,9.0,19.0
BB,LK,9349.047698877546,19.0,29.0
BB,LR,3438.2104235834063,7.0,17.0
BB,LS,6535.20629405069,13.0,23.0
BB,LT,5213.882798817928,10.0,20.0
BB,LU,4444.866275870049,9.0,19.0
BB,LV,5236.832720064292,10.0,20.0
BB,LY,5008.357305985234,10.0,20.0
BB,MA,3547.832360121642,7.0,17.0
BB,MC,4445.024543993992,9.0,19.0
BB,MD,5453.430769535761,11.0,21.0
BB,ME,5043.988489946633,10.0,20.0
BB,MG,7566.102155661856,15.0,25.0
BB,MH,8683.350078688727,17.0,27.0
BB,MK,5169.695509327713,10.0,20.0
BB,ML,3700.535816816794,7.0,17.0
BB,MM,9497.19302922798,19.0,29.0
BB,MN,8161.536228515647,16.0,26.0
BB,MO,9946.975404895577,20.0,30.0
BB,MP,9727.612071396012,19.0,29.0
BB,MQ,140.9561267419846,0.0,10.0
BB,MR,3242.7424683163185,6.0,16.0
BB,MS,302.08322293688616,1.0,11.0
BB,MT,4793.078308461435,10.0,20.0
BB,MU,8269.04979319304,17.0,27.0
BB,MV,9005.371888896823,18.0,28.0
BB,MW,6678.16127633727,13.0,23.0
BB,MX,2898.487188374544,6.0,16.0
BB,MY,10689.312108817036,21.0,31.0
BB,MZ,6832.930081741822,14.0,24.0
BB,NA,5834.407949063337,12.0,22.0
BB,NC,9416.215868055928,19.0,29.0
BB,NE,4492.455694099302,9.0,19.0
BB,NF,9210.494701085827,18.0,28.0
BB,NG,4620.475471171034,9.0,19.0
BB,NI,1726.9597885077042,3.0,13.0
BB,NL,4439.802466421819,9.0,19.0
BB,NO,4682.751326686508,9.0,19.0
BB,NP,8674.719675508546,17.0,27.0
BB,NR,9138.588405400436,18.0,28.0
BB,NU,7822.260688179871,16.0,26.0
BB,NZ,8655.773767927874,17.0,27.0
BB,OM,7448.580644867495,15.0,25.0
BB,PA,1475.9061153508544,3.0,13.0
BB,PE,1875.8077424087862,4.0,14.0
BB,PF,6484.280905823757,13.0,23.0
BB,PG,10768.905266110136,22.0,32.0
BB,PH,10633.04346973733,21.0,31.0
BB,PK,7899.11213897353,16.0,26.0
BB,PL,5022.794521818279,10.0,20.0
BB,PM,2339.4790578250936,5.0,15.0
BB,PN,5269.390468819848,11.0,21.0
BB,PR,583.2126541898763,1.0,11.0
BB,PS,6012.439959791515,12.0,22.0
BB,PT,3595.797308948615,7.0,17.0
BB,PW,10708.498283767389,21.0,31.0
BB,PY,2532.4241384936063,5.0,15.0
BB,QA,7070.736809565626,14.0,24.0
BB,RE,8142.862362290577,16.0,26.0
BB,RO,5304.541243816576,11.0,21.0
BB,RS,5121.42917805598,10.0,20.0
BB,RU,7208.341921576584,14.0,24.0
BB,RW,6209.811773949086,12.0,22.0
BB,SA,6743.738283555413,13.0,23.0
BB,SB,9739.684457668656,19.0,29.0
BB,SC,7974.769054728848,16.0,26.0
BB,SD,6001.463034741022,12.0,22.0
BB,SE,5023.834465496186,10.0,20.0
BB,SG,10916.9403943135,22.0,32.0
BB,SH,4220.679968917724,8.0,18.0
BB,SI,4826.462839280821,10.0,20.0
BB,SJ,5227.592599538284,10.0,20.0
BB,SK,5047.80699405105,10.0,20.0
BB,SL,3253.2747419689877,7.0,17.0
BB,SM,4696.639655693957,9.0,19.0
BB,SN,3021.4757875952096,6.0,16.0
BB,SO,7188.457218304058,14.0,24.0
BB,SR,684.248717457948,1.0,11.0
BB,ST,4613.842270292599,9.0,19.0
BB,SV,1971.355994613035,4.0,14.0
BB,SY,6172.677064370031,12.0,22.0
BB,SZ,6683.701945071749,13.0,23.0
BB,TC,997.8263550567134,2.0,12.0
BB,TD,5211.929036387224,10.0,20.0
BB,TF,8627.920394965695,17.0,27.0
BB,TG,4099.060599033604,8.0,18.0
BB,TH,10028.261704302957,20.0,30.0
BB,TJ,7643.890026851542,15.0,25.0
BB,TK,7850.522252085856,16.0,26.0
BB,TL,11971.227935772333,24.0,34.0
BB,TM,7115.121032021345,14.0,24.0
BB,TN,4520.629195272018,9.0,19.0
BB,TO,8180.164564653771,16.0,26.0
BB,TR,5899.938691970482,12.0,22.0
BB,TT,206.81027354840148,0.0,10.0
BB,TV,8531.955727693783,17.0,27.0
BB,TW,9887.615146910239,20.0,30.0
BB,TZ,6615.312363103639,13.0,23.0
BB,UA,5571.726591047704,11.0,21.0
BB,UG,6320.043720901413,13.0,23.0
BB,US,2772.609902010364,6.0,16.0
BB,UY,3168.5707287811115,6.0,16.0
BB,UZ,7255.58222713005,15.0,25.0
BB,VA,4690.676274115298,9.0,19.0
BB,VC,118.25988565502008,0.0,10.0
BB,VE,669.8297987481382,1.0,11.0
BB,VG,495.10212000438935,1.0,11.0
BB,VI,502.79992970912633,1.0,11.0
BB,VN,10377.637703347453,21.0,31.0
BB,VU,9325.272449031381,19.0,29.0
BB,WF,8257.544192433166,17.0,27.0
BB,WS,7921.73032084129,16.0,26.0
BB,XK,5121.936300085766,10.0,20.0
BB,YE,7135.409280294007,14.0,24.0
BB,YT,7390.296888625479,15.0,25.0
BB,ZA,6243.502109520477,12.0,22.0
BB,ZM,6252.969360408085,13.0,23.0
BB,ZW,6430.119496833209,13.0,23.0
BD,AD,5068.968975286156,10.0,20.0
BD,AE,2305.9293390078883,5.0,15.0
BD,AF,1538.2711029046384,3.0,13.0
BD,AG,9052.135607646138,18.0,28.0
BD,AI,9031.804936438566,18.0,28.0
BD,AL,4154.468481374559,8.0,18.0
BD,AM,2852.917167688188,6.0,16.0
BD,AN,9592.433556939555,19.0,29.0
BD,AO,5452.172044458738,11.0,21.0
BD,AQ,7805.325143980135,16.0,26.0
BD,AR,10600.787568875263,21.0,31.0
BD,AS,7201.0572350019675,14.0,24.0
BD,AT,4379.88881793702,9.0,19.0
BD,AU,4458.844982644243,9.0,19.0
BD,AW,9603.942695392545,19.0,29.0
BD,AZ,2721.887669179902,5.0,15.0
BD,BA,4258.747623703471,9.0,19.0
BD,BB,9176.851189344183,18.0,28.0
BD,BE,4795.399832400697,10.0,20.0
BD,BF,5999.768182122578,12.0,22.0
BD,BG,3873.7546299895407,8.0,18.0
BD,BH,2486.4989760444105,5.0,15.0
BD,BI,4470.170356813936,9.0,19.0
BD,BJ,5838.292006562859,12.0,22.0
BD,BM,8233.13369536587,16.0,26.0
BD,BN,2094.1528373948886,4.0,14.0
BD,BO,10672.790283969485,21.0,31.0
BD,BR,9895.522128800098,20.0,30.0
BD,BS,8972.218388565167,18.0,28.0
BD,BT,264.6140989664613,1.0,11.0
BD,BV,7417.609150940389,15.0,25.0
BD,BW,5435.961740042813,11.0,21.0
BD,BY,3793.836403518781,8.0,18.0
BD,BZ,9611.572749986177,19.0,29.0
BD,CA,6835.650598834386,14.0,24.0
BD,CC,2515.751476533677,5.0,15.0
BD,CD,4991.196195491673,10.0,20.0
BD,CF,4734.775222383491,9.0,19.0
BD,CG,5247.981984519581,10.0,20.0
BD,CH,4680.686303380434,9.0,19.0
BD,CI,6379.42574773767,13.0,23.0
BD,CK,8002.518482809446,16.0,26.0
BD,CL,11074.478427704798,22.0,32.0
BD,CM,5257.598825299429,11.0,21.0
BD,CN,1179.2775584237131,2.0,12.0
BD,CO,10227.658675966277,20.0,30.0
BD,CR,10092.735879933105,20.0,30.0
BD,CU,9213.082976155747,18.0,28.0
BD,CV,7228.86337061243,14.0,24.0
BD,CX,2575.826962922058,5.0,15.0
BD,CY,3469.7147918578085,7.0,17.0
BD,CZ,4321.708315963123,9.0,19.0
BD,DE,4530.493278948062,9.0,19.0
BD,DJ,3232.2049427340726,6.0,16.0
BD,DK,4524.72880003736,9.0,19.0
BD,DM,9128.851568850023,18.0,28.0
BD,DO,9225.114943795641,18.0,28.0
BD,DZ,5392.226487262036,11.0,21.0
BD,EC,10743.3317869446,21.0,31.0
BD,EE,3951.0574288580065,8.0,18.0
BD,EG,3693.776575008965,7.0,17.0
BD,EH,6323.508520148207,13.0,23.0
BD,ER,3330.582878864047,7.0,17.0
BD,ES,5377.54188813624,11.0,21.0
BD,ET,3434.8383718978143,7.0,17.0
BD,FI,3963.7036837040023,8.0,18.0
BD,FJ,6615.696440800794,13.0,23.0
BD,FK,9926.271363375949,20.0,30.0
BD,FM,4130.559615413313,8.0,18.0
BD,FO,5013.23938407593,10.0,20.0
BD,FR,4968.114880720747,10.0,20.0
BD,GA,5529.861785547018,11.0,21.0
BD,GB,5028.126721155194,10.0,20.0
BD,GD,9313.131443319837,19.0,29.0
BD,GE,2965.72727173608,6.0,16.0
BD,GF,9325.238894655131,19.0,29.0
BD,GG,5116.516598628892,10.0,20.0
BD,GH,6084.971158072578,12.0,22.0
BD,GI,5568.5434305885165,11.0,21.0
BD,GL,5479.704566770832,11.0,21.0
BD,GM,6802.967527824155,14.0,24.0
BD,GN,6567.519563177501,13.0,23.0
BD,GP,9065.959104794201,18.0,28.0
BD,GQ,5545.604013793957,11.0,21.0
BD,GR,4084.0859148920526,8.0,18.0
BD,GS,9003.576924147928,18.0,28.0
BD,GT,9709.516515454241,19.0,29.0
BD,GU,3614.1955959538823,7.0,17.0
BD,GW,6846.258881175679,14.0,24.0
BD,GY,9578.363952015288,19.0,29.0
BD,GZ,3439.1235098120815,7.0,17.0
BD,HK,1511.160077231097,3.0,13.0
BD,HM,5399.88507835034,11.0,21.0
BD,HN,9740.314180989984,19.0,29.0
BD,HR,4369.948697315516,9.0,19.0
BD,HT,9265.862091926816,19.0,29.0
BD,HU,4151.129736857613,8.0,18.0
BD,ID,2315.3443102824085,5.0,15.0
BD,IE,5255.154666476096,11.0,21.0
BD,IL,3409.360286596264,7.0,17.0
BD,IM,5094.104406052481,10.0,20.0
BD,IN,759.5185615863305,2.0,12.0
BD,IO,2420.372972818038,5.0,15.0
BD,IQ,2886.7100612626655,6.0,16.0
BD,IR,2303.641499382915,5.0,15.0
BD,IS,5277.783357687413,11.0,21.0
BD,IT,4535.757519800957,9.0,19.0
BD,JE,5102.383488530548,10.0,20.0
BD,JM,9431.455916411067,19.0,29.0
BD,JO,3330.6370392413187,7.0,17.0
BD,JP,2963.0906351771014,6.0,16.0
BD,KE,3875.1590359421766,8.0,18.0
BD,KG,1508.5775879237221,3.0,13.0
BD,KH,1228.575385754582,2.0,12.0
BD,KI,7001.94744634399,14.0,24.0
BD,KM,3986.4664743825447,8.0,18.0
BD,KN,9071.506950477557,18.0,28.0
BD,KP,2437.447453994492,5.0,15.0
BD,KR,2379.3020634129293,5.0,15.0
BD,KW,2664.896592749533,5.0,15.0
BD,KY,9390.09238806706,19.0,29.0
BD,KZ,2115.068996369564,4.0,14.0
BD,LA,822.2173865655525,2.0,12.0
BD,LB,3335.9035415109474,7.0,17.0
BD,LC,9197.043694807404,18.0,28.0
BD,LI,4614.689393137065,9.0,19.0
BD,LK,1263.488152166609,3.0,13.0
BD,LR,6653.54890156408,13.0,23.0
BD,LS,5526.8857947002025,11.0,21.0
BD,LT,3967.1820699652267,8.0,18.0
BD,LU,4733.619185391444,9.0,19.0
BD,LV,3951.1047275122637,8.0,18.0
BD,LY,4518.1537842641565,9.0,19.0
BD,MA,5779.184322248349,12.0,22.0
BD,MC,4764.5379863492635,10.0,20.0
BD,MD,3735.748143705094,7.0,17.0
BD,ME,4183.225266566839,8.0,18.0
BD,MG,4146.27197976798,8.0,18.0
BD,MH,5442.636495065127,11.0,21.0
BD,MK,4069.921613789896,8.0,18.0
BD,ML,6000.521658685466,12.0,22.0
BD,MM,377.05012095719707,1.0,11.0
BD,MN,1767.12965237179,4.0,14.0
BD,MO,1477.339861781841,3.0,13.0
BD,MP,3567.3508675366284,7.0,17.0
BD,MQ,9158.338531525642,18.0,28.0
BD,MR,6311.295164498027,13.0,23.0
BD,MS,9084.8875576545,18.0,28.0
BD,MT,4522.639534888858,9.0,19.0
BD,MU,3759.2410942029655,8.0,18.0
BD,MV,1819.7744327717394,4.0,14.0
BD,MW,4564.909433214724,9.0,19.0
BD,MX,9054.630810364337,18.0,28.0
BD,MY,1552.592026364252,3.0,13.0
BD,MZ,4712.81595852137,9.0,19.0
BD,NA,5798.933185570314,12.0,22.0
BD,NC,5923.970513855914,12.0,22.0
BD,NE,5263.625921887868,11.0,21.0
BD,NF,6309.689912662593,13.0,23.0
BD,NG,5444.522347773758,11.0,21.0
BD,NI,9893.694682447975,20.0,30.0
BD,NL,4737.24858403171,9.0,19.0
BD,NO,4532.007903737664,9.0,19.0
BD,NP,505.38816585164705,1.0,11.0
BD,NR,5385.127810374964,11.0,21.0
BD,NU,7334.15268473282,15.0,25.0
BD,NZ,7003.545382304327,14.0,24.0
BD,OM,2196.328720519729,4.0,14.0
BD,PA,10131.409607137122,20.0,30.0
BD,PE,11045.394001976152,22.0,32.0
BD,PF,8578.00995008867,17.0,27.0
BD,PG,4164.044306556262,8.0,18.0
BD,PH,2185.91751011245,4.0,14.0
BD,PK,1370.6353167846082,3.0,13.0
BD,PL,4154.1991383023405,8.0,18.0
BD,PM,7131.5533001269805,14.0,24.0
BD,PN,10061.298664118181,20.0,30.0
BD,PR,9150.513896700259,18.0,28.0
BD,PS,3381.168080476395,7.0,17.0
BD,PT,5624.7776779419855,11.0,21.0
BD,PW,3131.390681098676,6.0,16.0
BD,PY,10464.793769837222,21.0,31.0
BD,QA,2456.457951169279,5.0,15.0
BD,RE,3881.5507726511278,8.0,18.0
BD,RO,3894.5464502429422,8.0,18.0
BD,RS,4093.4013830014896,8.0,18.0
BD,RU,2708.529696484054,5.0,15.0
BD,RW,4426.562341845047,9.0,19.0
BD,SA,2849.9051879969134,6.0,16.0
BD,SB,5240.838053968181,10.0,20.0
BD,SC,3058.4320675248614,6.0,16.0
BD,SD,3988.5841084915087,8.0,18.0
BD,SE,4184.554071011009,8.0,18.0
BD,SG,1787.0339806322813,4.0,14.0
BD,SH,7486.912363632425,15.0,25.0
BD,SI,4370.447489796804,9.0,19.0
BD,SJ,4279.7148125979675,9.0,19.0
BD,SK,4136.643577882195,8.0,18.0
BD,SL,6739.818555291764,13.0,23.0
BD,SM,4515.598912686096,9.0,19.0
BD,SN,6718.734919713768,13.0,23.0
BD,SO,3201.5290930150445,6.0,16.0
BD,SR,9477.585850787136,19.0,29.0
BD,ST,5817.452062266282,12.0,22.0
BD,SV,9846.759289526448,20.0,30.0
BD,SY,3155.3208248916276,6.0,16.0
BD,SZ,5242.711410069621,10.0,20.0
BD,TC,9079.723364580417,18.0,28.0
BD,TD,4652.590396892535,9.0,19.0
BD,TF,5204.849662412437,10.0,20.0
BD,TG,5950.560929547144,12.0,22.0
BD,TH,876.7004944726251,2.0,12.0
BD,TJ,1533.0353102911265,3.0,13.0
BD,TK,6955.782637774724,14.0,24.0
BD,TL,3280.673227870764,7.0,17.0
BD,TM,2087.1447523770316,4.0,14.0
BD,TN,4822.8315802674015,10.0,20.0
BD,TO,7061.314182756132,14.0,24.0
BD,TR,3365.547822275169,7.0,17.0
BD,TT,9382.732640705493,19.0,29.0
BD,TV,6245.328628864476,12.0,22.0
BD,TW,1932.5348816469332,4.0,14.0
BD,TZ,4275.327867178423,9.0,19.0
BD,UA,3612.0494587395406,7.0,17.0
BD,UG,4173.543058452768,8.0,18.0
BD,US,8219.097892647378,16.0,26.0
BD,UY,10293.918231638057,21.0,31.0
BD,UZ,1922.71667129276,4.0,14.0
BD,VA,4541.1175562649605,9.0,19.0
BD,VC,9260.521394441063,19.0,29.0
BD,VE,9839.604589410703,20.0,30.0
BD,VG,9074.495318645295,18.0,28.0
BD,VI,9088.166846978518,18.0,28.0
BD,VN,1345.224571020484,3.0,13.0
BD,VU,5829.549912008233,12.0,22.0
BD,WF,6751.331948634933,14.0,24.0
BD,WS,7065.072463306608,14.0,24.0
BD,XK,4106.653958690021,8.0,18.0
BD,YE,2770.262912229103,6.0,16.0
BD,YT,3959.709334820799,8.0,18.0
BD,ZA,5827.586508824645,12.0,22.0
BD,ZM,4927.1773310332255,10.0,20.0
BD,ZW,5069.364885750939,10.0,20.0
BE,AD,566.3611049060485,1.0,11.0
BE,AE,3221.685576219427,6.0,16.0
BE,AF,3320.2935809901865,7.0,17.0
BE,AG,4276.384853334342,9.0,19.0
BE,AI,4272.003442481235,9.0,19.0
BE,AL,990.6953805454066,2.0,12.0
BE,AM,2069.3028595046776,4.0,14.0
BE,AN,4846.5301456970155,10.0,20.0
BE,AO,4339.539188494699,9.0,19.0
BE,AQ,8691.314007207237,17.0,27.0
BE,AR,7397.698425046608,15.0,25.0
BE,AS,9915.10975286511,20.0,30.0
BE,AT,500.76684354693504,1.0,11.0
BE,AU,9253.74449309002,19.0,29.0
BE,AW,4870.823214828288,10.0,20.0
BE,AZ,2177.816727806418,4.0,14.0
BE,BA,767.303241683973,2.0,12.0
BE,BB,4381.852202595989,9.0,19.0
BE,BD,4795.399832400697,10.0,20.0
BE,BF,2665.816199646619,5.0,15.0
BE,BG,1127.0997213151322,2.0,12.0
BE,BH,2958.1412238654334,6.0,16.0
BE,BI,4016.773076886314,8.0,18.0
BE,BJ,2849.0510443121857,6.0,16.0
BE,BM,3655.032901124953,7.0,17.0
BE,BN,6848.578736346219,14.0,24.0
BE,BO,6172.243372445714,12.0,22.0
BE,BR,5616.520525679991,11.0,21.0
BE,BS,4554.371253789899,9.0,19.0
BE,BT,4605.7468012669615,9.0,19.0
BE,BV,7250.029254624485,15.0,25.0
BE,BW,5181.557413271298,10.0,20.0
BE,BY,1015.8603356601983,2.0,12.0
BE,BZ,5435.007291714035,11.0,21.0
BE,CA,4077.8250693961004,8.0,18.0
BE,CC,6969.721791200138,14.0,24.0
BE,CD,3906.1460725852644,8.0,18.0
BE,CF,3177.9780854836404,6.0,16.0
BE,CG,3568.519612391422,7.0,17.0
BE,CH,306.9235728022692,1.0,11.0
BE,CI,3023.9381326433813,6.0,16.0
BE,CK,10241.091380229549,20.0,30.0
BE,CL,7529.423545121543,15.0,25.0
BE,CM,3014.6568649834194,6.0,16.0
BE,CN,4739.321126198241,9.0,19.0
BE,CO,5481.808937786581,11.0,21.0
BE,CR,5621.938699385274,11.0,21.0
BE,CU,4748.349495970001,9.0,19.0
BE,CV,2860.5022357086955,6.0,16.0
BE,CX,7266.375078074778,15.0,25.0
BE,CY,1793.1780311126101,4.0,14.0
BE,CZ,488.8840050524175,1.0,11.0
BE,DE,264.9128721374336,1.0,11.0
BE,DJ,3428.2443509499167,7.0,17.0
BE,DK,448.4845165005811,1.0,11.0
BE,DM,4343.690408892319,9.0,19.0
BE,DO,4556.934111956361,9.0,19.0
BE,DZ,1559.5077851547867,3.0,13.0
BE,EC,5994.105810616478,12.0,22.0
BE,EE,988.7982819045923,2.0,12.0
BE,EG,2144.0905252030093,4.0,14.0
BE,EH,2039.7744277931909,4.0,14.0
BE,ER,3132.394827160525,6.0,16.0
BE,ES,798.7230418436715,2.0,12.0
BE,ET,3517.588338777479,7.0,17.0
BE,FI,1126.3658190222886,2.0,12.0
BE,FJ,10076.005649629034,20.0,30.0
BE,FK,7995.225772939737,16.0,26.0
BE,FM,7950.189738386936,16.0,26.0
BE,FO,897.3858217126179,2.0,12.0
BE,FR,313.04725497494286,1.0,11.0
BE,GA,3569.963011438997,7.0,17.0
BE,GB,470.3852023031705,1.0,11.0
BE,GD,4520.12028051331,9.0,19.0
BE,GE,1912.3188169822938,4.0,14.0
BE,GF,4619.594103419242,9.0,19.0
BE,GG,321.40631742168995,1.0,11.0
BE,GH,2957.3268024469107,6.0,16.0
BE,GI,1106.21916796821,2.0,12.0
BE,GL,2052.076715645329,4.0,14.0
BE,GM,2791.613382937767,6.0,16.0
BE,GN,2916.4013900826158,6.0,16.0
BE,GP,4291.577599584558,9.0,19.0
BE,GQ,3392.492925190565,7.0,17.0
BE,GR,1155.6632603195446,2.0,12.0
BE,GS,7628.431038500156,15.0,25.0
BE,GT,5583.321996859051,11.0,21.0
BE,GU,7410.922604720595,15.0,25.0
BE,GW,2895.8445240931856,6.0,16.0
BE,GY,4806.488518253393,10.0,20.0
BE,GZ,2019.6371932140655,4.0,14.0
BE,HK,5836.307605715897,12.0,22.0
BE,HM,8201.483344534727,16.0,26.0
BE,HN,5442.692110583691,11.0,21.0
BE,HR,621.4000907748007,1.0,11.0
BE,HT,4638.1195484324935,9.0,19.0
BE,HU,720.1499579210454,1.0,11.0
BE,ID,7106.304396099768,14.0,24.0
BE,IE,576.4670589729265,1.0,11.0
BE,IL,2056.665232519215,4.0,14.0
BE,IM,459.05129876867124,1.0,11.0
BE,IN,4456.113864940577,9.0,19.0
BE,IO,5591.888245768092,11.0,21.0
BE,IQ,2306.1772009283604,5.0,15.0
BE,IR,2773.500077437325,6.0,16.0
BE,IS,1306.6841066678521,3.0,13.0
BE,IT,710.201731855498,1.0,11.0
BE,JE,307.1116666239168,1.0,11.0
BE,JM,4902.05086483304,10.0,20.0
BE,JO,2134.361061589647,4.0,14.0
BE,JP,5819.10450181506,12.0,22.0
BE,KE,4004.959906489659,8.0,18.0
BE,KG,3313.599768847572,7.0,17.0
BE,KH,6002.434600794014,12.0,22.0
BE,KI,9156.175056419263,18.0,28.0
BE,KM,4919.923083825009,10.0,20.0
BE,KN,4304.052559638043,9.0,19.0
BE,KP,5278.520855953341,11.0,21.0
BE,KR,5543.102245140986,11.0,21.0
BE,KW,2655.6635494645748,5.0,15.0
BE,KY,4972.200247465978,10.0,20.0
BE,KZ,2736.925521930862,5.0,15.0
BE,LA,5507.612932475046,11.0,21.0
BE,LB,1952.9749291045866,4.0,14.0
BE,LC,4405.879101148204,9.0,19.0
BE,LI,326.4744972126853,1.0,11.0
BE,LK,5198.070213350145,10.0,20.0
BE,LR,3149.2748629227185,6.0,16.0
BE,LS,5723.033183692945,11.0,21.0
BE,LT,868.3879559999041,2.0,12.0
BE,LU,87.52209748744605,0.0,10.0
BE,LV,929.2019437907929,2.0,12.0
BE,LY,1801.1593473317544,4.0,14.0
BE,MA,1422.066072096622,3.0,13.0
BE,MC,486.6001393380189,1.0,11.0
BE,MD,1100.0817051451274,2.0,12.0
BE,ME,886.429916729608,2.0,12.0
BE,MG,5435.611505440766,11.0,21.0
BE,MH,8375.9208234718,17.0,27.0
BE,MK,1027.2774470259635,2.0,12.0
BE,ML,2323.1376626882734,5.0,15.0
BE,MM,5125.037411970332,10.0,20.0
BE,MN,4180.968886466585,8.0,18.0
BE,MO,5825.401910558758,12.0,22.0
BE,MP,7183.6059208723655,14.0,24.0
BE,MQ,4369.251867919626,9.0,19.0
BE,MR,2203.552640634036,4.0,14.0
BE,MS,4309.962539395842,9.0,19.0
BE,MT,1120.9219890519548,2.0,12.0
BE,MU,5862.156501090998,12.0,22.0
BE,MV,5122.6788647291105,10.0,20.0
BE,MW,4759.986509320393,10.0,20.0
BE,MX,5667.220144198429,11.0,21.0
BE,MY,6322.145677518932,13.0,23.0
BE,MZ,5139.345759894611,10.0,20.0
BE,NA,5147.567527837574,10.0,20.0
BE,NC,10149.151186267041,20.0,30.0
BE,NE,2281.665323158734,5.0,15.0
BE,NF,10722.690634221886,21.0,31.0
BE,NG,2872.0833344064868,6.0,16.0
BE,NI,5520.77408891179,11.0,21.0
BE,NL,117.99032099195894,0.0,10.0
BE,NO,705.9734486155498,1.0,11.0
BE,NP,4292.872212845485,9.0,19.0
BE,NR,8832.989240875568,18.0,28.0
BE,NU,10241.706828085562,20.0,30.0
BE,NZ,11629.472053148362,23.0,33.0
BE,OM,3408.357396325349,7.0,17.0
BE,PA,5555.678005426427,11.0,21.0
BE,PE,6252.700497442461,13.0,23.0
BE,PF,9750.299862527885,20.0,30.0
